Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  1.600
wind_speed_[m+1s-1]_=_  0.504
averaging_interval_[min]_=_     60
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,3.1478433133178365E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
3.0517578125000000E-004,9.6935370291212819E-004,0.17180221941981469
6.1035156250000000E-004,1.9387074058242564E-003,0.14113850580913892
9.1552734375000000E-004,2.9080611087363849E-003,0.17998039447479691
1.2207031250000000E-003,3.8774148116485128E-003,-9.0707473704923727E-002
1.5258789062500000E-003,4.8467685145606411E-003,3.2572797423920337E-002
1.8310546875000000E-003,5.8161222174727698E-003,-4.5456618635929133E-002
2.1362304687500000E-003,6.7854759203848976E-003,9.7047201742383155E-002
2.4414062500000000E-003,7.7548296232970255E-003,-8.8641328164831678E-003
2.7465820312500000E-003,8.7241833262091534E-003,0.16119957338866386
3.0517578125000000E-003,9.6935370291212821E-003,1.7257694096757953E-002
3.3569335937500000E-003,1.0662890732033411E-002,0.11010419827584869
3.6621093750000000E-003,1.1632244434945540E-002,0.17393126956973204
3.9672851562500000E-003,1.2601598137857667E-002,-8.3980183097310770E-002
4.2724609375000000E-003,1.3570951840769795E-002,-0.12608542556500196
4.5776367187500000E-003,1.4540305543681924E-002,4.6873306114875279E-002
4.8828125000000000E-003,1.5509659246594051E-002,0.11307868897523554
5.1879882812500000E-003,1.6479012949506180E-002,7.2469055749494735E-002
5.4931640625000000E-003,1.7448366652418307E-002,-2.2505576133118606E-002
5.7983398437500000E-003,1.8417720355330437E-002,-1.0262260064288185E-002
6.1035156250000000E-003,1.9387074058242564E-002,8.1591223497820720E-002
6.4086914062500000E-003,2.0356427761154695E-002,2.8800118145923502E-002
6.7138671875000000E-003,2.1325781464066822E-002,-0.17929675823783839
7.0190429687500000E-003,2.2295135166978949E-002,3.9347875377335896E-002
7.3242187500000000E-003,2.3264488869891079E-002,-6.7162428502756763E-002
7.6293945312500000E-003,2.4233842572803206E-002,9.5531597297350401E-003
7.9345703125000000E-003,2.5203196275715333E-002,-9.0462719456893027E-003
8.2397460937500000E-003,2.6172549978627464E-002,-0.28741373893356598
8.5449218750000000E-003,2.7141903681539591E-002,-0.26649105858818839
8.8500976562500000E-003,2.8111257384451718E-002,8.0606640543930214E-002
9.1552734375000000E-003,2.9080611087363848E-002,-0.11083356611218112
9.4604492187500000E-003,3.0049964790275975E-002,-0.13801485617656065
9.7656250000000000E-003,3.1019318493188102E-002,-0.25511209713544353
1.0070800781250000E-002,3.1988672196100229E-002,0.33175764392639540
1.0375976562500000E-002,3.2958025899012360E-002,-8.3074328186814858E-002
1.0681152343750000E-002,3.3927379601924490E-002,-8.6293725411465322E-002
1.0986328125000000E-002,3.4896733304836614E-002,-0.13317861766007436
1.1291503906250000E-002,3.5866087007748744E-002,0.13405408567002661
1.1596679687500000E-002,3.6835440710660874E-002,-5.0901671006762045E-002
1.1901855468750000E-002,3.7804794413573005E-002,0.24194804650150553
1.2207031250000000E-002,3.8774148116485128E-002,0.11865390737623456
1.2512207031250000E-002,3.9743501819397259E-002,-6.2375478542982019E-002
1.2817382812500000E-002,4.0712855522309389E-002,0.14395784578772455
1.3122558593750000E-002,4.1682209225221513E-002,-0.11152809230532829
1.3427734375000000E-002,4.2651562928133643E-002,6.5265649325362014E-003
1.3732910156250000E-002,4.3620916631045774E-002,2.9571997554964195E-003
1.4038085937500000E-002,4.4590270333957897E-002,0.21625532667283934
1.4343261718750000E-002,4.5559624036870028E-002,0.35475663657212542
1.4648437500000000E-002,4.6528977739782158E-002,-0.14108018666490169
1.4953613281250000E-002,4.7498331442694282E-002,1.8833025188585602E-002
1.5258789062500000E-002,4.8467685145606412E-002,1.0992710498513188E-002
1.5563964843750000E-002,4.9437038848518543E-002,0.25936637247908023
1.5869140625000000E-002,5.0406392551430666E-002,0.32478328561440190
1.6174316406250000E-002,5.1375746254342797E-002,0.38782789293155090
1.6479492187500000E-002,5.2345099957254927E-002,0.10307775157139865
1.6784667968750000E-002,5.3314453660167051E-002,9.8552613734972705E-002
1.7089843750000000E-002,5.4283807363079181E-002,-0.14284950833194296
1.7395019531250000E-002,5.5253161065991312E-002,-0.11981750776285648
1.7700195312500000E-002,5.6222514768903435E-002,4.8193218572338825E-002
1.8005371093750000E-002,5.7191868471815566E-002,-0.14112848469205769
1.8310546875000000E-002,5.8161222174727696E-002,-0.16559752646697495
1.8615722656250000E-002,5.9130575877639820E-002,-9.3381458973079996E-003
1.8920898437500000E-002,6.0099929580551950E-002,0.43142780408559056
1.9226074218750000E-002,6.1069283283464081E-002,0.17665756324099330
1.9531250000000000E-002,6.2038636986376204E-002,0.12239402110717493
1.9836425781250000E-002,6.3007990689288335E-002,2.4135046656239674E-002
2.0141601562500000E-002,6.3977344392200458E-002,8.4373732191289366E-002
2.0446777343750000E-002,6.4946698095112596E-002,0.41893967958118150
2.0751953125000000E-002,6.5916051798024719E-002,-0.11237238456209364
2.1057128906250000E-002,6.6885405500936843E-002,0.15888914916317348
2.1362304687500000E-002,6.7854759203848980E-002,-0.37329107163199349
2.1667480468750000E-002,6.8824112906761103E-002,6.4434433104087280E-002
2.1972656250000000E-002,6.9793466609673227E-002,8.9411940534947304E-002
2.2277832031250000E-002,7.0762820312585364E-002,0.25486627675225548
2.2583007812500000E-002,7.1732174015497488E-002,-6.0630138437199943E-002
