Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  1.600
wind_speed_[m+1s-1]_=_  1.721
averaging_interval_[min]_=_     60
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-7.8362393065462728E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
3.0517578125000000E-004,2.8370678926568547E-004,7.6571834405831943E-002
6.1035156250000000E-004,5.6741357853137093E-004,3.1238506797246879E-002
9.1552734375000000E-004,8.5112036779705629E-004,-1.0332610529557060E-002
1.2207031250000000E-003,1.1348271570627419E-003,1.6511658266813490E-002
1.5258789062500000E-003,1.4185339463284273E-003,7.2571190518705336E-002
1.8310546875000000E-003,1.7022407355941126E-003,0.21751880693640196
2.1362304687500000E-003,1.9859475248597980E-003,0.24887857441085601
2.4414062500000000E-003,2.2696543141254837E-003,0.26131187460588151
2.7465820312500000E-003,2.5533611033911690E-003,8.0944971003386879E-002
3.0517578125000000E-003,2.8370678926568547E-003,-8.0360868314633196E-002
3.3569335937500000E-003,3.1207746819225399E-003,-0.20211369542613136
3.6621093750000000E-003,3.4044814711882252E-003,0.28586913489619487
3.9672851562500000E-003,3.6881882604539108E-003,0.20577150182390189
4.2724609375000000E-003,3.9718950497195961E-003,0.46644590341931386
4.5776367187500000E-003,4.2556018389852818E-003,0.11545126721060589
4.8828125000000000E-003,4.5393086282509675E-003,0.28847639035845907
5.1879882812500000E-003,4.8230154175166523E-003,0.43559217963042135
5.4931640625000000E-003,5.1067222067823380E-003,0.31460284994792304
5.7983398437500000E-003,5.3904289960480236E-003,0.59236347637908471
6.1035156250000000E-003,5.6741357853137093E-003,0.37106776586985779
6.4086914062500000E-003,5.9578425745793941E-003,1.9443919428204934E-002
6.7138671875000000E-003,6.2415493638450798E-003,0.36581519741054280
7.0190429687500000E-003,6.5252561531107655E-003,1.2538613897723127E-002
7.3242187500000000E-003,6.8089629423764503E-003,4.8623446797937909E-003
7.6293945312500000E-003,7.0926697316421360E-003,-0.53822625107800237
7.9345703125000000E-003,7.3763765209078217E-003,0.40167044666860541
8.2397460937500000E-003,7.6600833101735074E-003,0.87298878727392593
8.5449218750000000E-003,7.9437900994391922E-003,0.73285728250628601
8.8500976562500000E-003,8.2274968887048779E-003,-0.12811584269634110
9.1552734375000000E-003,8.5112036779705635E-003,0.51749396713343232
9.4604492187500000E-003,8.7949104672362492E-003,0.22085340704047901
9.7656250000000000E-003,9.0786172565019349E-003,0.81622373139234272
1.0070800781250000E-002,9.3623240457676189E-003,0.69234552461563237
1.0375976562500000E-002,9.6460308350333045E-003,0.13536621703739146
1.0681152343750000E-002,9.9297376242989902E-003,0.43327026603774110
1.0986328125000000E-002,1.0213444413564676E-002,0.73713138192224659
1.1291503906250000E-002,1.0497151202830362E-002,0.71219234126237185
1.1596679687500000E-002,1.0780857992096047E-002,0.16439411034409557
1.1901855468750000E-002,1.1064564781361733E-002,0.15994967578745423
1.2207031250000000E-002,1.1348271570627419E-002,0.33352134331843675
1.2512207031250000E-002,1.1631978359893103E-002,-7.1797297536450935E-002
1.2817382812500000E-002,1.1915685149158788E-002,-0.18461219564425532
1.3122558593750000E-002,1.2199391938424474E-002,0.17983284934869875
1.3427734375000000E-002,1.2483098727690160E-002,0.60214702081017335
1.3732910156250000E-002,1.2766805516955845E-002,1.1021928515361044
1.4038085937500000E-002,1.3050512306221531E-002,0.37230636752750090
1.4343261718750000E-002,1.3334219095487217E-002,-0.25861349898319314
1.4648437500000000E-002,1.3617925884752901E-002,0.65423426907890359
1.4953613281250000E-002,1.3901632674018586E-002,-0.13187112835287562
1.5258789062500000E-002,1.4185339463284272E-002,-3.4865318081578063E-002
1.5563964843750000E-002,1.4469046252549958E-002,0.48905319953092219
1.5869140625000000E-002,1.4752753041815643E-002,0.71803570741781408
1.6174316406250000E-002,1.5036459831081329E-002,0.13425164199859507
1.6479492187500000E-002,1.5320166620347015E-002,0.70726922046378160
1.6784667968750000E-002,1.5603873409612699E-002,0.10414673993734810
1.7089843750000000E-002,1.5887580198878384E-002,0.55126971089062471
1.7395019531250000E-002,1.6171286988144070E-002,-4.1971483231109878E-002
1.7700195312500000E-002,1.6454993777409756E-002,-0.17705948875545419
1.8005371093750000E-002,1.6738700566675441E-002,0.31761940388249904
1.8310546875000000E-002,1.7022407355941127E-002,0.28640207936760681
1.8615722656250000E-002,1.7306114145206813E-002,0.83076266772799767
1.8920898437500000E-002,1.7589820934472498E-002,-0.27685361302099953
1.9226074218750000E-002,1.7873527723738184E-002,0.18685090080563482
1.9531250000000000E-002,1.8157234513003870E-002,0.55249670251340854
1.9836425781250000E-002,1.8440941302269555E-002,0.28652591004265837
2.0141601562500000E-002,1.8724648091535238E-002,0.22493194592385635
2.0446777343750000E-002,1.9008354880800923E-002,-0.16648240432472960
2.0751953125000000E-002,1.9292061670066609E-002,5.6428507418651803E-002
2.1057128906250000E-002,1.9575768459332295E-002,0.38419049037019271
2.1362304687500000E-002,1.9859475248597980E-002,0.12602708201053725
2.1667480468750000E-002,2.0143182037863666E-002,6.4248261683325980E-002
2.1972656250000000E-002,2.0426888827129352E-002,2.0708705867845609E-002
2.2277832031250000E-002,2.0710595616395037E-002,0.77144774363578383
2.2583007812500000E-002,2.0994302405660723E-002,0.40569000173267128
2.2888183593750000E-002,2.1278009194926409E-002,0.41559315343989495
2.3193359375000000E-002,2.1561715984192095E-002,-4.4415914242867616E-002
2.3498535156250000E-002,2.1845422773457780E-002,0.13006231552644884
