filename,date,time,DOY,latitude,longitude,altitude,canopy_height,displacement_height,roughness_length,file_length,acquisition_frequency,master_sonic_manufacturer,master_sonic_model,master_sonic_height,master_sonic_wformat,master_sonic_wref,master_sonic_north_offset,master_sonic_hpath_length,master_sonic_vpath_length,master_sonic_tau
2015-01-07-113556_D2_no.txt,2015-01-07,12:30,7.520,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
