 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  0.400
wind_speed_[m+1s-1]_=_  1.774
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,6.1035156250000000E-004,1.3765708233065774E-004,8.9700323315199861E-005,1.1222335604705639E-004,6.4059818165427282E-006,0.29272755767825703,-9999.0,-9999.0,-9999.0,-9999.0,8.5155791087505040E-005,2.0097813195622816E-005,-7.2463896363384427E-003,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,1.2207031250000000E-003,2.7531416466131548E-004,6.1108577103910133E-003,1.0602324125544005E-003,8.4842817761397174E-004,3.2843833694617117E-002,-9999.0,-9999.0,-9999.0,-9999.0,7.0046736326540154E-003,1.8251539845868608E-003,2.8241893410226870E-002,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,1.8310546875000000E-003,4.1297124699197325E-004,2.6931190648163812E-002,5.8128481722830652E-003,6.2992557391902985E-003,1.0925195839518585E-002,-9999.0,-9999.0,-9999.0,-9999.0,4.7926578865522478E-002,1.7220319785224245E-002,3.0579646071149827E-003,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,2.4414062500000000E-003,5.5062832932263096E-004,2.7439610041828408E-002,6.4446854406036156E-003,1.1823096039954725E-002,3.0797520279252830E-003,-9999.0,-9999.0,-9999.0,-9999.0,6.5853741955126818E-002,2.4882616729584979E-002,5.6489372097268016E-002,-9999.0,-9999.0,-9999.0,-9999.0
1,3.0517578125000000E-003,6.8828541165328867E-004,4.9517790884477740E-002,1.0141851957380908E-002,1.0903695476666680E-002,6.5260750210257507E-003,-9999.0,-9999.0,-9999.0,-9999.0,8.1696643828393950E-002,2.9745459610052084E-002,-6.8146333049512176E-002,-9999.0,-9999.0,-9999.0,-9999.0
