 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  1.300
wind_speed_[m+1s-1]_=_  0.727
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,6.1035156250000000E-004,1.0916118712088988E-003,6.8833238208129417E-004,1.8457956262515312E-003,3.5536694633549225E-004,0.22126223686179117,-9999.0,-9999.0,-9999.0,-9999.0,1.0056069693154444E-004,-4.1342796650077288E-003,-3.5868502789853624E-002,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,1.2207031250000000E-003,2.1832237424177976E-003,3.1893369927995575E-003,4.1722343157006448E-003,2.0331327447470418E-003,2.0944288371603961E-002,-9999.0,-9999.0,-9999.0,-9999.0,4.6648841000478652E-003,-3.0888581092807614E-003,-6.0292029800969532E-003,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,1.8310546875000000E-003,3.2748356136266961E-003,1.1261154888292414E-002,6.3561020206145289E-003,3.0519078544654788E-003,5.8768781847808052E-002,-9999.0,-9999.0,-9999.0,-9999.0,9.2545613537009311E-003,1.1288203342035020E-002,5.0422188074745661E-002,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,2.4414062500000000E-003,4.3664474848355951E-003,4.2580368054213960E-003,4.1570336900368429E-003,2.8303268472766542E-004,8.6143421441681037E-002,-9999.0,-9999.0,-9999.0,-9999.0,1.5756377871686648E-003,6.8719952855264155E-003,1.3991069367919337E-002,-9999.0,-9999.0,-9999.0,-9999.0
1,3.0517578125000000E-003,5.4580593560444937E-003,7.2642312936798637E-003,2.0412785220837457E-003,4.3623640696236572E-003,2.0292396573425093E-002,-9999.0,-9999.0,-9999.0,-9999.0,9.9230318731749357E-003,-2.5231927694066023E-003,-1.6748491625597547E-002,-9999.0,-9999.0,-9999.0,-9999.0
