filename,date,time,DOY,latitude,longitude,altitude,canopy_height,displacement_height,roughness_length,file_length,acquisition_frequency,master_sonic_manufacturer,master_sonic_model,master_sonic_height,master_sonic_wformat,master_sonic_wref,master_sonic_north_offset,master_sonic_hpath_length,master_sonic_vpath_length,master_sonic_tau
2013-08-06-154300.txt,2013-08-06,17:00,218.708,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-06-170329.txt,2013-08-06,18:00,218.749,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-07-110533.txt,2013-08-07,12:00,219.499,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-07-123309.txt,2013-08-07,14:00,219.583,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-07-162814.txt,2013-08-07,18:00,219.749,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-12-094848.txt,2013-08-12,11:00,224.458,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-12-110516.txt,2013-08-12,12:00,224.499,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-12-155125.txt,2013-08-12,17:00,224.708,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-20-170159.txt,2013-08-20,18:00,232.749,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-21-140609.txt,2013-08-21,15:00,233.624,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-21-154441.txt,2013-08-21,17:00,233.708,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-22-104118.txt,2013-08-22,12:00,234.499,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-22-153013.txt,2013-08-22,17:00,234.708,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-08-22-170026.txt,2013-08-22,18:00,234.749,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-09-02-160446.txt,2013-09-02,17:00,245.708,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
2013-09-02-173852.txt,2013-09-02,19:00,245.791,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000E-003,60.000000000000000,10.000000000000000,young,81000_1,1.6000000000000001,uvw,,-90.000000000000000,-999900.00000000000,15.000000000000000,2.5000000000000001E-002
