Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  1.600
wind_speed_[m+1s-1]_=_  0.319
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,9.0319915829859456E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
6.1035156250000000E-004,3.0632350051763833E-003,0.11803607613205806
1.2207031250000000E-003,6.1264700103527666E-003,-9.0211968315861479E-002
1.8310546875000000E-003,9.1897050155291503E-003,4.5663747047579591E-002
2.4414062500000000E-003,1.2252940020705533E-002,0.12244692247915528
3.0517578125000000E-003,1.5316175025881916E-002,8.4439684823021777E-002
3.6621093750000000E-003,1.8379410031058301E-002,-1.2494711149786458E-002
4.2724609375000000E-003,2.1442645036234682E-002,-3.1884642498952800E-002
4.8828125000000000E-003,2.4505880041411066E-002,0.12054371765514306
5.4931640625000000E-003,2.7569115046587447E-002,-7.5836606410085499E-003
6.1035156250000000E-003,3.0632350051763832E-002,-8.3777728701220369E-002
6.7138671875000000E-003,3.3695585056940217E-002,0.17492091382624839
7.3242187500000000E-003,3.6758820062116601E-002,2.0404686001347847E-002
7.9345703125000000E-003,3.9822055067292979E-002,4.5646997016220180E-002
8.5449218750000000E-003,4.2885290072469363E-002,7.4673974035064081E-002
9.1552734375000000E-003,4.5948525077645748E-002,-0.12965261748987589
9.7656250000000000E-003,4.9011760082822133E-002,-8.2027542514960528E-002
1.0375976562500000E-002,5.2074995087998517E-002,0.18789029212968872
1.0986328125000000E-002,5.5138230093174895E-002,7.6166587958235180E-002
1.1596679687500000E-002,5.8201465098351279E-002,8.5845022757694872E-002
1.2207031250000000E-002,6.1264700103527664E-002,-5.6623510317587882E-002
1.2817382812500000E-002,6.4327935108704049E-002,0.29092984990091736
1.3427734375000000E-002,6.7391170113880433E-002,1.3907124076640822E-002
1.4038085937500000E-002,7.0454405119056818E-002,-6.2571091003519787E-003
1.4648437500000000E-002,7.3517640124233202E-002,6.1126603646424089E-002
