Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  1.600
wind_speed_[m+1s-1]_=_  1.459
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,1.8572500797145136E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
6.1035156250000000E-004,6.6939587926545801E-004,-0.13000979585875325
1.2207031250000000E-003,1.3387917585309160E-003,-0.26397253454914793
1.8310546875000000E-003,2.0081876377963741E-003,-0.10857134576572518
2.4414062500000000E-003,2.6775835170618320E-003,-9.5181187721254570E-002
3.0517578125000000E-003,3.3469793963272899E-003,0.70638437021583844
3.6621093750000000E-003,4.0163752755927483E-003,-0.39350711026785745
4.2724609375000000E-003,4.6857711548582062E-003,-6.4135524656783877E-002
4.8828125000000000E-003,5.3551670341236641E-003,0.32800753309742614
5.4931640625000000E-003,6.0245629133891219E-003,-0.51588399039608901
6.1035156250000000E-003,6.6939587926545798E-003,0.40117052924539648
6.7138671875000000E-003,7.3633546719200377E-003,-0.75861864619090991
7.3242187500000000E-003,8.0327505511854965E-003,0.46824718015232680
7.9345703125000000E-003,8.7021464304509535E-003,-0.23792133513316907
8.5449218750000000E-003,9.3715423097164123E-003,0.27033490715143887
9.1552734375000000E-003,1.0040938188981869E-002,-5.5285118198504984E-002
9.7656250000000000E-003,1.0710334068247328E-002,0.22405039767555285
1.0375976562500000E-002,1.1379729947512787E-002,5.1220383959637537E-002
1.0986328125000000E-002,1.2049125826778244E-002,-0.78179787020796532
1.1596679687500000E-002,1.2718521706043703E-002,0.35802715707341726
1.2207031250000000E-002,1.3387917585309160E-002,8.8350976861898758E-002
1.2817382812500000E-002,1.4057313464574618E-002,0.13528111407792051
1.3427734375000000E-002,1.4726709343840075E-002,0.65084839686991480
1.4038085937500000E-002,1.5396105223105534E-002,-0.17823838982152884
1.4648437500000000E-002,1.6065501102370993E-002,-1.0672375910129152E-002
1.5258789062500000E-002,1.6734896981636452E-002,0.32160439192947304
1.5869140625000000E-002,1.7404292860901907E-002,-1.2293137718075335
1.6479492187500000E-002,1.8073688740167366E-002,-0.23891353751048874
1.7089843750000000E-002,1.8743084619432825E-002,-9.8774668719731562E-002
1.7700195312500000E-002,1.9412480498698283E-002,-0.46461348933410024
1.8310546875000000E-002,2.0081876377963739E-002,-0.21941833944786546
1.8920898437500000E-002,2.0751272257229197E-002,-5.8367549025659382E-002
1.9531250000000000E-002,2.1420668136494656E-002,-0.27407370080876536
2.0141601562500000E-002,2.2090064015760115E-002,0.98408039350969767
2.0751953125000000E-002,2.2759459895025574E-002,0.80206609232989190
2.1362304687500000E-002,2.3428855774291029E-002,0.98632916420597538
2.1972656250000000E-002,2.4098251653556488E-002,0.37818065827757646
2.2583007812500000E-002,2.4767647532821947E-002,-3.4534417206547069E-002
2.3193359375000000E-002,2.5437043412087405E-002,0.12237636440560179
2.3803710937500000E-002,2.6106439291352864E-002,0.58632680365228806
2.4414062500000000E-002,2.6775835170618319E-002,6.0580652105181119E-002
2.5024414062500000E-002,2.7445231049883778E-002,-0.25268722768951957
2.5634765625000000E-002,2.8114626929149237E-002,2.8270703067590993E-002
2.6245117187500000E-002,2.8784022808414696E-002,5.9984919254034881E-002
2.6855468750000000E-002,2.9453418687680151E-002,0.42415770292045746
2.7465820312500000E-002,3.0122814566945610E-002,-5.0492732037429877E-002
2.8076171875000000E-002,3.0792210446211069E-002,-0.41382811195684838
2.8686523437500000E-002,3.1461606325476524E-002,-7.2583148933973024E-003
2.9296875000000000E-002,3.2131002204741986E-002,0.51622448730982962
2.9907226562500000E-002,3.2800398084007441E-002,0.13516826702114923
3.0517578125000000E-002,3.3469793963272904E-002,0.10010011040392620
3.1127929687500000E-002,3.4139189842538359E-002,-0.26498038689653697
3.1738281250000000E-002,3.4808585721803814E-002,-0.10367541333765787
3.2348632812500000E-002,3.5477981601069276E-002,-0.18084241669125259
3.2958984375000000E-002,3.6147377480334732E-002,-0.13963455089424232
3.3569335937500000E-002,3.6816773359600194E-002,6.8476669053842643E-002
3.4179687500000000E-002,3.7486169238865649E-002,-0.76371985312941992
3.4790039062500000E-002,3.8155565118131105E-002,7.0321335918715602E-002
3.5400390625000000E-002,3.8824960997396567E-002,0.33363468346949576
3.6010742187500000E-002,3.9494356876662022E-002,-0.22723793191434064
3.6621093750000000E-002,4.0163752755927477E-002,0.47899976072699729
3.7231445312500000E-002,4.0833148635192940E-002,0.22283172949109897
3.7841796875000000E-002,4.1502544514458395E-002,-6.1509850376766886E-002
3.8452148437500000E-002,4.2171940393723857E-002,-0.81500270663458219
3.9062500000000000E-002,4.2841336272989312E-002,4.3181190593252927E-002
3.9672851562500000E-002,4.3510732152254768E-002,7.2658416099823696E-003
4.0283203125000000E-002,4.4180128031520230E-002,3.5943924565201422E-002
4.0893554687500000E-002,4.4849523910785685E-002,-0.21687218510285083
4.1503906250000000E-002,4.5518919790051147E-002,0.29634724110037036
4.2114257812500000E-002,4.6188315669316603E-002,0.33710957446672446
4.2724609375000000E-002,4.6857711548582058E-002,0.11936563046201698
4.3334960937500000E-002,4.7527107427847520E-002,-5.5158360327790354E-002
4.3945312500000000E-002,4.8196503307112976E-002,-0.17722547634514310
4.4555664062500000E-002,4.8865899186378438E-002,7.8417428737083392E-002
4.5166015625000000E-002,4.9535295065643893E-002,-0.13162569698527490
4.5776367187500000E-002,5.0204690944909348E-002,-0.11455090506577853
4.6386718750000000E-002,5.0874086824174811E-002,0.88897460176896259
4.6997070312500000E-002,5.1543482703440266E-002,-0.38255274232274322
4.7607421875000000E-002,5.2212878582705728E-002,0.14278842088234722
4.8217773437500000E-002,5.2882274461971183E-002,-0.17115571257290091
4.8828125000000000E-002,5.3551670341236639E-002,-1.2321844778865818E-002
4.9438476562500000E-002,5.4221066220502101E-002,-0.25220687299769939
5.0048828125000000E-002,5.4890462099767556E-002,0.34868471238323495
5.0659179687500000E-002,5.5559857979033019E-002,-0.12783620966771270
5.1269531250000000E-002,5.6229253858298474E-002,-0.54020806563311596
5.1879882812500000E-002,5.6898649737563929E-002,1.1613077644750736
5.2490234375000000E-002,5.7568045616829391E-002,0.85300221253336950
5.3100585937500000E-002,5.8237441496094847E-002,0.18484757976049693
5.3710937500000000E-002,5.8906837375360302E-002,0.11250583657005797
5.4321289062500000E-002,5.9576233254625764E-002,-0.38748363881152598
5.4931640625000000E-002,6.0245629133891219E-002,0.99466795999016677
5.5541992187500000E-002,6.0915025013156682E-002,7.9113621349987340E-002
5.6152343750000000E-002,6.1584420892422137E-002,-7.1308343927718549E-003
5.6762695312500000E-002,6.2253816771687592E-002,-0.86474734970927070
5.7373046875000000E-002,6.2923212650953048E-002,1.2760183177438765E-002
5.7983398437500000E-002,6.3592608530218517E-002,0.99001595323324676
5.8593750000000000E-002,6.4262004409483972E-002,8.1593850980254366E-003
5.9204101562500000E-002,6.4931400288749427E-002,6.3291740602540864E-002
5.9814453125000000E-002,6.5600796168014883E-002,8.8435588291406672E-002
6.0424804687500000E-002,6.6270192047280338E-002,0.42815347373277929
6.1035156250000000E-002,6.6939587926545807E-002,5.6050087202654496E-002
6.1645507812500000E-002,6.7608983805811262E-002,0.32332210150479740
6.2255859375000000E-002,6.8278379685076718E-002,4.4287932439028593E-002
6.2866210937500000E-002,6.8947775564342173E-002,0.24283698430821660
6.3476562500000000E-002,6.9617171443607628E-002,0.11160617228846167
6.4086914062500000E-002,7.0286567322873097E-002,-1.7000205868599003E-002
6.4697265625000000E-002,7.0955963202138553E-002,0.10261445399835151
6.5307617187500000E-002,7.1625359081404008E-002,0.54149811814453008
6.5917968750000000E-002,7.2294754960669463E-002,0.18725583124589168
6.6528320312500000E-002,7.2964150839934919E-002,1.2368810726181805
6.7138671875000000E-002,7.3633546719200388E-002,-4.8417512251171082E-003
6.7749023437500000E-002,7.4302942598465843E-002,1.0970107267259599
6.8359375000000000E-002,7.4972338477731298E-002,0.50922874119240780
6.8969726562500000E-002,7.5641734356996754E-002,0.68919904601359994
6.9580078125000000E-002,7.6311130236262209E-002,-0.13433876256618452
7.0190429687500000E-002,7.6980526115527678E-002,0.31565381386609914
7.0800781250000000E-002,7.7649921994793134E-002,-2.0893131186091304E-002
7.1411132812500000E-002,7.8319317874058589E-002,-0.50447077592695166
7.2021484375000000E-002,7.8988713753324044E-002,0.18780946989029992
7.2631835937500000E-002,7.9658109632589499E-002,-0.19209902983968827
7.3242187500000000E-002,8.0327505511854955E-002,-5.8046893625487483E-002
7.3852539062500000E-002,8.0996901391120424E-002,0.23733418358810074
7.4462890625000000E-002,8.1666297270385879E-002,0.33092983705222673
7.5073242187500000E-002,8.2335693149651334E-002,-0.10756014904468429
7.5683593750000000E-002,8.3005089028916790E-002,-0.14758874494911864
7.6293945312500000E-002,8.3674484908182245E-002,-0.56664570036852357
7.6904296875000000E-002,8.4343880787447714E-002,0.10721447029341280
7.7514648437500000E-002,8.5013276666713170E-002,4.0996024302805162E-002
7.8125000000000000E-002,8.5682672545978625E-002,0.11692470863880150
7.8735351562500000E-002,8.6352068425244080E-002,0.74053489167533293
7.9345703125000000E-002,8.7021464304509535E-002,-0.24606835422979964
7.9956054687500000E-002,8.7690860183775005E-002,0.25804175451749856
8.0566406250000000E-002,8.8360256063040460E-002,0.40196762928438551
8.1176757812500000E-002,8.9029651942305915E-002,0.79141107601179417
8.1787109375000000E-002,8.9699047821571370E-002,-0.23687180978458983
8.2397460937500000E-002,9.0368443700836826E-002,0.28948281864895864
8.3007812500000000E-002,9.1037839580102295E-002,4.7811744521233129E-002
8.3618164062500000E-002,9.1707235459367750E-002,5.1368070566165233E-003
8.4228515625000000E-002,9.2376631338633206E-002,1.3837041193709168
8.4838867187500000E-002,9.3046027217898661E-002,0.19119483790977440
8.5449218750000000E-002,9.3715423097164116E-002,-0.66323843700375518
8.6059570312500000E-002,9.4384818976429585E-002,0.26210555973334138
8.6669921875000000E-002,9.5054214855695041E-002,-7.1442451165590933E-004
8.7280273437500000E-002,9.5723610734960496E-002,-0.11348438768990388
8.7890625000000000E-002,9.6393006614225951E-002,3.7625517946381998E-002
8.8500976562500000E-002,9.7062402493491406E-002,0.55077205533885076
8.9111328125000000E-002,9.7731798372756876E-002,0.17129096201096425
8.9721679687500000E-002,9.8401194252022331E-002,-0.58731837152140354
9.0332031250000000E-002,9.9070590131287786E-002,0.23339412179889868
9.0942382812500000E-002,9.9739986010553242E-002,1.2195106279830374
9.1552734375000000E-002,0.10040938188981870,0.33073782319699990
9.2163085937500000E-002,0.10107877776908417,0.29439319853232909
9.2773437500000000E-002,0.10174817364834962,0.19035724634400708
9.3383789062500000E-002,0.10241756952761508,-1.7401837621479255
9.3994140625000000E-002,0.10308696540688053,0.22927021884401244
9.4604492187500000E-002,0.10375636128614599,-0.20987210645184104
9.5214843750000000E-002,0.10442575716541146,0.13637434343666330
9.5825195312500000E-002,0.10509515304467691,0.61163793172600489
9.6435546875000000E-002,0.10576454892394237,0.17352001099711134
9.7045898437500000E-002,0.10643394480320782,-1.0083924232150265E-002
9.7656250000000000E-002,0.10710334068247328,-1.8624760246126131E-002
9.8266601562500000E-002,0.10777273656173875,-0.19052676161573467
9.8876953125000000E-002,0.10844213244100420,0.19586959213781016
9.9487304687500000E-002,0.10911152832026966,-0.31035656672038825
0.10009765625000000,0.10978092419953511,-0.49651722088668598
0.10070800781250000,0.11045032007880057,3.8242171270174208E-002
0.10131835937500000,0.11111971595806604,-0.54527525232898255
0.10192871093750000,0.11178911183733149,-2.1451971911491882E-002
0.10253906250000000,0.11245850771659695,-5.9122132035057000E-002
0.10314941406250000,0.11312790359586240,6.9005548325821689E-002
0.10375976562500000,0.11379729947512786,-3.5061535776586265E-002
0.10437011718750000,0.11446669535439331,-0.15095190229173722
0.10498046875000000,0.11513609123365878,1.1028432893572702
0.10559082031250000,0.11580548711292424,-0.77605073939968106
0.10620117187500000,0.11647488299218969,-0.38731264582803232
0.10681152343750000,0.11714427887145515,-0.28238642405314635
0.10742187500000000,0.11781367475072060,-0.44913160327686913
0.10803222656250000,0.11848307062998607,0.52312758961526618
0.10864257812500000,0.11915246650925153,0.18867344934054670
0.10925292968750000,0.11982186238851698,-4.7728927692226045E-002
0.10986328125000000,0.12049125826778244,2.8099375940277994E-002
0.11047363281250000,0.12116065414704789,-0.15528783452556005
0.11108398437500000,0.12183005002631336,0.55428354606899888
0.11169433593750000,0.12249944590557882,-0.30959448572535203
0.11230468750000000,0.12316884178484427,-0.39542872522987738
0.11291503906250000,0.12383823766410973,1.7560567555135336E-002
0.11352539062500000,0.12450763354337518,-0.32717823498589954
0.11413574218750000,0.12517702942264064,-0.23162760614772873
0.11474609375000000,0.12584642530190610,0.54953105720845552
0.11535644531250000,0.12651582118117158,-2.0428115208696227E-002
0.11596679687500000,0.12718521706043703,4.2375616948707881E-002
0.11657714843750000,0.12785461293970249,1.4886485559702132
0.11718750000000000,0.12852400881896794,0.17268036177188595
0.11779785156250000,0.12919340469823340,-0.14872738275791875
0.11840820312500000,0.12986280057749885,-6.8487715812522151E-002
0.11901855468750000,0.13053219645676431,0.53591458341552090
0.11962890625000000,0.13120159233602977,0.24046842574766755
0.12023925781250000,0.13187098821529522,0.18361876341258501
0.12084960937500000,0.13254038409456068,0.33170021998714400
0.12145996093750000,0.13320977997382613,0.13612845369085569
0.12207031250000000,0.13387917585309161,0.16679719448672667
0.12268066406250000,0.13454857173235707,-0.10344776675874753
0.12329101562500000,0.13521796761162252,-0.10780286979953273
0.12390136718750000,0.13588736349088798,-0.53353386846907169
0.12451171875000000,0.13655675937015344,0.25460534141015995
0.12512207031250000,0.13722615524941889,1.0043029946902149E-002
0.12573242187500000,0.13789555112868435,-1.8703150163143858E-002
0.12634277343750000,0.13856494700794980,-0.12387724292933891
0.12695312500000000,0.13923434288721526,0.34689854262757869
0.12756347656250000,0.13990373876648071,-9.3583764522165575E-002
0.12817382812500000,0.14057313464574619,-0.37013040683596132
0.12878417968750000,0.14124253052501165,0.10575414565271499
0.12939453125000000,0.14191192640427711,0.93528420086646680
0.13000488281250000,0.14258132228354256,5.9722130477916574E-003
0.13061523437500000,0.14325071816280802,-0.22110070432607765
0.13122558593750000,0.14392011404207347,-0.21302726249866780
0.13183593750000000,0.14458950992133893,0.13855459781176632
0.13244628906250000,0.14525890580060438,0.44197015701844172
0.13305664062500000,0.14592830167986984,2.7296717409122647E-002
0.13366699218750000,0.14659769755913529,0.73053219285666038
0.13427734375000000,0.14726709343840078,-0.65197954128372126
0.13488769531250000,0.14793648931766623,0.14813718191377262
0.13549804687500000,0.14860588519693169,1.9948925456815296
0.13610839843750000,0.14927528107619714,0.81673972503258707
0.13671875000000000,0.14994467695546260,0.29072221372664203
0.13732910156250000,0.15061407283472805,-0.99483625969918277
0.13793945312500000,0.15128346871399351,5.5627158964814974E-002
0.13854980468750000,0.15195286459325896,0.33319873788236931
0.13916015625000000,0.15262226047252442,0.15823062123003911
0.13977050781250000,0.15329165635178987,-0.17433979840697286
0.14038085937500000,0.15396105223105536,-0.23649152869155782
0.14099121093750000,0.15463044811032081,1.2354400326977564
0.14160156250000000,0.15529984398958627,0.41315259810007299
0.14221191406250000,0.15596923986885172,0.99404216136046775
0.14282226562500000,0.15663863574811718,0.61020461495430389
0.14343261718750000,0.15730803162738263,-3.1039199369518062E-002
0.14404296875000000,0.15797742750664809,1.5402304386092698
0.14465332031250000,0.15864682338591354,1.1386626590979474
0.14526367187500000,0.15931621926517900,1.1185260985353036
0.14587402343750000,0.15998561514444445,4.2848599843522302E-002
0.14648437500000000,0.16065501102370991,2.0954591311483100
0.14709472656250000,0.16132440690297539,1.2152890300623795
0.14770507812500000,0.16199380278224085,0.20795352970723513
0.14831542968750000,0.16266319866150630,-0.18322012349739050
0.14892578125000000,0.16333259454077176,0.63105247994728342
